rank,name,team,cur,pos,age,gp,mpg,usg_pct,to_pct,fta,ft_pct,2pa,2p_pct,3pa,3p_pct,efg_pct,ts_pct,ppg,rpg,apg,spg,bpg,topg,p_r,p_a,p_r_a,vi,ortg,drtg,season
,Ochai Agbaji,Tor,*,G,25.7,33,15.6,12.9,8.2,23,0.87,86,0.558,48,0.188,0.459,0.496,4.3,2.4,0.8,0.4,0.3,0.4,6.7,5.1,7.5,5.2,108.7,105.4,2025-2026
,Sandro Mamukelashvili,Tor,*,F-C,26.7,40,21.3,18.2,9.5,66,0.773,172,0.628,132,0.364,0.592,0.617,10.3,4.9,1.9,0.7,0.6,0.8,15.2,12.2,17,8.6,126.1,107.3,2025-2026
,Gradey Dick,Tor,*,G-F,22.2,42,15.9,17.2,8.6,57,0.842,106,0.538,118,0.297,0.489,0.536,6.4,2.1,0.7,0.7,0.1,0.5,8.4,7.1,9.1,5.3,109.8,108.2,2025-2026
,Jamal Shead,Tor,*,G,23.5,42,21.6,16.6,16.9,63,0.778,122,0.418,149,0.322,0.454,0.494,7,1.8,5.5,1,0.1,1.3,8.8,12.5,14.2,7.6,111.7,108.2,2025-2026
,Jonathan Mogbo,Tor,*,F,24.2,16,5.2,9.8,11,3,0.333,16,0.625,0,0,0.625,0.606,1.3,1.2,0.6,0.1,0.2,0.1,2.5,1.9,3.1,7.5,133.6,110.9,2025-2026
,Jamison Battle,Tor,*,F,24.7,30,8.6,14.2,14.4,8,0.625,31,0.71,40,0.45,0.69,0.691,3.4,1.5,0.4,0.2,0,0.4,4.9,3.8,5.3,5.9,119.9,109,2025-2026
,Zaccharie Risacher,Atl,*,F,20.8,36,24.6,18.6,8.9,53,0.642,179,0.553,159,0.358,0.546,0.558,11.2,3.3,1.4,0.9,0.5,0.9,14.5,12.6,15.9,6.1,109.2,112.4,2025-2026
,Jalen Johnson,Atl,*,F,24.1,38,35.3,26.8,16.8,206,0.791,467,0.578,172,0.36,0.568,0.609,23.4,10.1,8.1,1.3,0.5,3.4,33.5,31.5,41.6,14.1,118.9,111.3,2025-2026
,Kristaps Porzingis,Atl,*,F-C,30.5,17,24.3,26.5,7.1,81,0.84,124,0.524,86,0.36,0.531,0.592,17.1,5.1,2.7,0.5,1.3,0.9,22.2,19.8,24.9,10.2,122.5,106.7,2025-2026
,Dyson Daniels,Atl,*,G,22.8,41,34.2,16.4,17.3,79,0.62,362,0.569,62,0.113,0.511,0.525,11.8,6.6,6.2,1.9,0.5,2.2,18.4,18,24.6,9.2,113.8,113.1,2025-2026
,Trae Young,Atl,*,G,27.3,10,28,28.8,16.1,73,0.863,76,0.5,59,0.305,0.481,0.577,19.3,1.5,8.9,1,0.1,2.6,20.8,28.2,29.7,9.1,119.9,115.9,2025-2026
,Nickeil Alexander-Walker,Atl,*,G,27.4,40,32.9,25,11.2,152,0.862,320,0.522,321,0.377,0.544,0.585,20.7,3.6,3.3,1.1,0.6,2,24.3,24,27.5,7.6,111.1,115.6,2025-2026
,Keaton Wallace,Atl,*,G,26.9,35,12.2,15,14.7,10,0.5,47,0.447,80,0.413,0.555,0.556,4.2,1.3,2.2,0.6,0.1,0.6,5.4,6.4,7.6,7.5,112,112.4,2025-2026
,Luke Kennard,Atl,*,G,29.6,36,20.5,13.1,12.8,30,0.933,70,0.6,120,0.475,0.671,0.696,7.9,1.9,2.3,0.8,0.1,0.8,9.8,10.2,12.1,6.4,130.8,116.6,2025-2026
,Onyeka Okongwu,Atl,*,F-C,25.1,40,31.9,20.3,12.6,110,0.764,293,0.567,207,0.362,0.557,0.584,16,7.9,3.4,1.1,1,1.8,23.9,19.5,27.3,9.5,115.8,107.6,2025-2026
,Mouhamed Gueye,Atl,*,F,23.2,40,16,13.2,12.8,35,0.629,95,0.589,68,0.265,0.509,0.527,4.7,3.6,0.9,0.8,0.6,0.6,8.3,5.6,9.2,6.2,111.9,108.4,2025-2026
,Kelly Oubre Jr.,Phi,*,F-G,30.1,17,31.9,17.4,12.1,42,0.786,100,0.58,81,0.333,0.544,0.576,13.5,4.9,1.1,1.1,0.8,1.5,18.5,14.6,19.6,5.2,111,109.7,2025-2026
,Dominick Barlow,Phi,*,F,22.6,29,24.4,13.3,14.3,47,0.787,130,0.646,44,0.273,0.586,0.619,8.3,5.2,1.3,0.7,0.8,1,13.5,9.7,14.8,6.3,126.3,108.7,2025-2026
,Joel Embiid,Phi,*,C-F,31.8,21,29.3,33.6,15.7,161,0.851,266,0.553,89,0.236,0.503,0.58,23.5,7,3.3,0.7,1.2,3.1,30.5,26.8,33.8,11.1,113.3,109.6,2025-2026
,VJ Edgecombe,Phi,*,G,20.5,35,35.8,19.5,11.2,81,0.79,275,0.462,210,0.376,0.506,0.533,15.9,5.3,4.3,1.6,0.5,1.7,21.2,20.1,25.5,8,113.9,109.2,2025-2026
,Tyrese Maxey,Phi,*,G,25.2,37,39.4,29.4,10.1,236,0.877,485,0.526,338,0.405,0.56,0.609,30.5,4.4,6.6,1.8,0.9,2.5,34.9,37.1,41.5,9.7,123.8,112.9,2025-2026
,Quentin Grimes,Phi,*,G,25.7,37,31.6,18.3,17.1,123,0.87,157,0.548,221,0.362,0.545,0.601,14,3.9,3.8,1,0.5,2.1,17.9,17.8,21.7,7.5,116.3,112.6,2025-2026
,Adem Bona,Phi,*,F,22.8,30,16.9,9.5,21.9,55,0.673,66,0.591,5,0.4,0.592,0.636,4,3.8,0.3,0.3,1.3,0.7,7.8,4.3,8.1,3.9,127.6,106.2,2025-2026
,Jabari Walker,Phi,*,F,23.5,37,12.8,14.2,12,44,0.727,71,0.563,53,0.245,0.48,0.527,4.1,3.3,0.5,0.2,0.3,0.5,7.4,4.6,7.9,5.9,117.5,103.6,2025-2026
,Justin Edwards,Phi,*,F,22.1,31,14.9,15.7,12.7,17,0.882,49,0.469,95,0.326,0.483,0.508,5,1.6,1.2,0.7,0.2,0.7,6.5,6.1,7.7,5.7,105.5,108.3,2025-2026
,Andre Drummond,Phi,*,C,32.4,34,20,14.6,13.3,58,0.655,138,0.543,45,0.378,0.549,0.573,7,8.8,0.8,0.6,0.9,0.8,15.8,7.8,16.6,7.3,128,103.2,2025-2026
,Jaylen Brown,Bos,*,G-F,29.2,36,34.2,36.4,14.6,258,0.779,580,0.538,210,0.376,0.545,0.588,29.5,6.4,5,1,0.4,3.8,35.9,34.5,41,11.5,115.7,109.3,2025-2026
,Sam Hauser,Bos,*,F,28.1,38,22.5,14.4,7.8,8,0.875,30,0.4,230,0.383,0.554,0.56,7.8,3.6,1.2,0.6,0.3,0.6,11.3,9,12.6,5.7,119.4,114.7,2025-2026
,Neemias Queta,Bos,*,C,26.5,37,24.8,14.9,11.3,78,0.603,246,0.667,4,0,0.656,0.659,10.1,8.2,1.4,0.8,1.2,0.9,18.4,11.5,19.8,7.9,140,104.7,2025-2026
,Payton Pritchard,Bos,*,G,28,39,32.9,21.2,7.2,77,0.87,260,0.573,293,0.338,0.538,0.564,17,4.5,5.3,0.9,0.1,1.1,21.5,22.3,26.8,9,127.6,116.6,2025-2026
,Derrick White,Bos,*,G,31.5,38,34.3,24.4,10.3,110,0.882,251,0.494,366,0.331,0.495,0.532,18.6,4.4,5.2,1.3,1.6,1.9,23.1,23.8,28.3,8.8,116.6,115.3,2025-2026
,Xavier Tillman,Bos,*,F,27,11,9.4,13.4,12.5,0,0,15,0.733,13,0.231,0.554,0.554,2.8,2.2,0.5,0.5,0.2,0.4,5,3.3,5.5,6.2,120.2,108.5,2025-2026
,Josh Minott,Bos,*,F,23.1,29,17.6,13.6,12.1,26,0.769,58,0.586,73,0.438,0.626,0.646,6.3,4,1.1,0.8,0.4,0.6,10.3,7.4,11.4,6.9,134.7,107.6,2025-2026
,Anfernee Simons,Bos,*,G,26.6,39,24,22.8,9,59,0.881,180,0.489,246,0.402,0.555,0.581,13.5,2.3,2.5,0.4,0.1,1.1,15.8,16,18.3,7.1,121.2,115,2025-2026
,Chris Boucher,Bos,*,F,33,8,11.3,11.8,4.3,4,0.75,10,0.6,12,0.083,0.341,0.379,2.3,2.3,0.4,0.6,0.9,0.1,4.5,2.6,4.9,4.5,93.1,96.2,2025-2026
,Luka Garza,Bos,*,C,27.1,31,16.3,14.7,8.1,54,0.796,95,0.663,41,0.512,0.695,0.726,7.5,4.4,0.9,0.4,0.5,0.4,11.8,8.4,12.8,7.6,159.1,103.2,2025-2026
,Ausar Thompson,Det,*,G-F,23,34,26.4,18.8,15.2,117,0.556,288,0.524,18,0.278,0.518,0.534,11.2,5.8,2.6,1.5,0.9,1.6,17,13.9,19.7,8.4,111.6,102.9,2025-2026
,Tobias Harris,Det,*,F,33.5,23,27.4,19.2,8.6,66,0.848,151,0.53,93,0.333,0.518,0.566,13.4,4.6,2.5,0.7,0.3,1,18,15.9,20.5,7.8,121.7,109,2025-2026
,Jalen Duren,Det,*,C,22.2,31,28.4,22.6,17,170,0.724,341,0.633,0,0,0.633,0.667,17.9,10.6,1.7,0.9,0.9,2.3,28.5,19.6,30.3,9.7,128.3,100.8,2025-2026
,Duncan Robinson,Det,*,F,31.7,36,29.1,14.6,7.2,54,0.778,67,0.582,257,0.393,0.588,0.608,11.8,2.8,1.9,0.8,0.3,0.7,14.6,13.7,16.5,5.5,126.5,110,2025-2026
,Cade Cunningham,Det,*,G,24.3,33,35.6,31.2,16.6,241,0.838,458,0.52,200,0.34,0.517,0.577,26.7,6.2,9.7,1.5,0.8,4,32.9,36.5,42.6,13.2,119.3,105.1,2025-2026
,Isaiah Stewart,Det,*,F-C,24.7,34,23.7,16.6,13.8,68,0.706,173,0.618,83,0.373,0.6,0.621,10.4,5.6,1.1,0.3,2.1,1.2,16.1,11.6,17.2,6.8,122.3,102.2,2025-2026
,Caris LeVert,Det,*,G,31.4,28,20,18.2,17.2,51,0.667,95,0.505,92,0.37,0.529,0.554,8.3,1.8,2.9,0.9,0.6,1.4,10,11.1,12.9,7,110.4,110.4,2025-2026
,Ronald Holland II,Det,*,F,20.5,36,21,18.9,15,69,0.812,172,0.506,99,0.242,0.454,0.501,8.4,4.2,1.4,1.4,0.4,1.3,12.6,9.8,14,7,103.3,103.1,2025-2026
,Paul Reed,Det,*,F,26.6,30,12.2,19.2,18.8,30,0.567,109,0.633,20,0.35,0.616,0.619,5.9,4.3,1.3,0.9,0.6,1,10.2,7.1,11.4,10.5,122.2,97.3,2025-2026
,Javonte Green,Det,*,G,32.5,38,19.9,14.5,11.2,60,0.783,100,0.54,114,0.351,0.533,0.572,7.2,2.8,0.8,1.4,0.4,0.7,10.1,8.1,10.9,5.1,117.4,106.3,2025-2026
,Isaac Okoro,Chi,*,F-G,25,32,25,13.7,8.7,46,0.761,118,0.585,103,0.34,0.55,0.576,8.7,2.8,1.4,0.5,0.5,0.7,11.4,10.1,12.8,5.2,119.2,113.4,2025-2026
,Matas Buzelis,Chi,*,F,21.3,40,27.7,21.3,13.4,118,0.771,241,0.602,203,0.345,0.563,0.596,14.8,5.2,1.7,0.7,1.4,1.7,20,16.5,21.7,7.3,111.5,112.1,2025-2026
,Nikola Vucevic,Chi,*,C,35.2,39,30.7,21.8,9.6,59,0.797,354,0.568,185,0.378,0.568,0.583,16.9,9.2,3.7,0.7,0.6,1.5,26.1,20.6,29.8,10.8,120.3,113.2,2025-2026
,Tre Jones,Chi,*,G,26,34,26.9,17.3,14.7,134,0.851,214,0.593,58,0.31,0.566,0.638,12.4,2.9,5.6,1.3,0.2,1.4,15.3,18,20.9,8.7,132.5,117.2,2025-2026
,Josh Giddey,Chi,*,G,23.3,30,32.8,25.8,20.1,159,0.761,284,0.507,145,0.386,0.531,0.578,19.2,8.9,9,0.9,0.4,3.6,28.2,28.2,37.2,14.1,115.2,113.6,2025-2026
,Kevin Huerter,Chi,*,G-F,27.4,35,24.3,20,11,52,0.769,156,0.635,184,0.31,0.543,0.564,11.7,3.7,2.4,0.9,0.6,1.2,15.4,14.1,17.9,7.7,110.3,112.9,2025-2026
,Ayo Dosunmu,Chi,*,G,26,34,26.1,20,10.7,76,0.868,210,0.557,139,0.446,0.602,0.635,14.3,2.7,3.6,0.7,0.2,1.2,17,17.9,20.6,7.9,125.5,117.3,2025-2026
,Patrick Williams,Chi,*,F,24.4,38,18.6,16.8,12.8,39,0.667,108,0.343,124,0.395,0.476,0.496,6.5,2.9,1.2,0.7,0.3,0.9,9.4,7.7,10.7,6.1,99.3,115,2025-2026
,Jalen Smith,Chi,*,F-C,25.8,33,18.2,20.4,11.1,54,0.759,110,0.609,129,0.333,0.55,0.578,9.2,6.5,1.2,0.3,0.8,0.9,15.8,10.5,17,9.1,119.8,108.2,2025-2026
,Dalen Terry,Chi,*,F,23.5,25,10.4,14.1,17.8,9,0.556,40,0.5,29,0.345,0.507,0.514,3,1.7,1.1,0.7,0.3,0.6,4.7,4.1,5.8,6.8,105,109.8,2025-2026
,Trey Murphy III,Nor,*,F,25.6,39,35.7,22.3,10.8,148,0.899,297,0.623,311,0.389,0.603,0.643,22.2,6.2,3.6,1.6,0.2,1.9,28.4,25.8,32,8.9,125.8,117,2025-2026
,Zion Williamson,Nor,*,F,25.5,27,29.1,29,14.4,225,0.711,382,0.584,3,0,0.579,0.626,22.4,5.7,3.3,1.2,0.6,2.4,28.2,25.8,31.5,10.3,122.2,116,2025-2026
,Yves Missi,Nor,*,C,21.7,35,18.2,12.8,14.8,49,0.592,149,0.55,0,0,0.55,0.566,5.5,5.5,1.2,0.3,1.2,0.7,11,6.7,12.2,7.3,127.5,115,2025-2026
,Herbert Jones,Nor,*,F,27.3,23,28.3,15.7,12.9,32,0.813,107,0.449,96,0.333,0.473,0.502,9.5,3.7,2.3,1.7,0.3,1.3,13.1,11.7,15.4,6.1,104.4,111.9,2025-2026
,Jordan Poole,Nor,*,G,26.6,24,26.2,25.3,14,90,0.9,107,0.43,188,0.34,0.481,0.545,15.2,1.6,3.3,0.7,0.4,2,16.8,18.5,20.1,6.6,108,116.8,2025-2026
,Saddiq Bey,Nor,*,G-F,26.8,36,29.8,19.7,4.6,124,0.806,252,0.532,183,0.317,0.508,0.554,15.1,5.8,2.3,0.9,0.1,0.6,20.8,17.3,23.1,7.9,122.6,120.7,2025-2026
,Hunter Dickinson,Nor,*,C,25.1,1,4.7,35.3,50,0,0,2,0.5,0,0,0.5,0.5,2,0,0,0,1,2,2,2,2,0,42.8,83.6,2025-2026
,Jordan Hawkins,Nor,*,G,23.7,33,14.2,16.6,11,17,0.765,72,0.347,89,0.303,0.407,0.427,4.4,1.7,0.7,0.2,0.2,0.6,6.1,5.1,6.8,4.9,90,122.1,2025-2026
,Jeremiah Fears,Nor,*,G,19.3,43,26.8,25,16.4,126,0.794,395,0.473,139,0.324,0.477,0.517,14.2,3.7,3.2,1.2,0.2,2.4,17.8,17.3,21,8.2,100.1,117.6,2025-2026
,Derik Queen,Nor,*,C,21.1,42,26,22.1,19.8,144,0.778,377,0.523,39,0.179,0.499,0.55,12.5,7.5,4.4,1,1,2.5,20,16.9,24.4,11.5,109.7,108.8,2025-2026
,Kentavious Caldwell-Pope,Mem,*,G,32.9,38,21.3,17.4,14.5,58,0.931,135,0.467,135,0.356,0.5,0.548,8.5,2.4,3,0.8,0.2,1.2,10.9,11.5,13.9,7.4,111.5,113.6,2025-2026
,Jaren Jackson Jr.,Mem,*,F-C,26.3,37,30.4,24.8,13.2,152,0.763,361,0.535,169,0.361,0.537,0.574,18.5,5.6,1.9,0.9,1.5,2.2,24.1,20.4,26,7.7,107.3,103.8,2025-2026
,Jock Landale,Mem,*,C,30.2,37,22.6,18.6,10.4,75,0.667,202,0.584,107,0.393,0.586,0.602,11.1,6.3,1.7,0.5,0.5,1,17.4,12.8,19.1,8.7,126.2,106.7,2025-2026
,Jaylen Wells,Mem,*,F,22.4,39,27.5,18.7,10,103,0.777,191,0.492,206,0.325,0.49,0.53,12,3.5,1.8,0.9,0.1,1.1,15.6,13.8,17.4,6.2,108.3,110.8,2025-2026
,Ja Morant,Mem,*,G,26.4,18,28.3,32.5,17.9,100,0.9,217,0.47,77,0.208,0.429,0.506,19,3.2,7.6,1,0.2,3.6,22.2,26.6,29.8,10.9,103.6,111.6,2025-2026
,Olivier-Maxence Prosper,Mem,*,F,23.5,20,11.3,16.1,15.7,28,0.929,42,0.571,22,0.318,0.539,0.622,4.8,2.3,0.8,0.2,0.1,0.6,7,5.5,7.8,7.3,121.3,110.8,2025-2026
,Santi Aldama,Mem,*,F-C,25,39,28,20.1,10.6,98,0.684,251,0.578,187,0.337,0.547,0.567,14,6.8,3.1,0.9,0.7,1.3,20.8,17.1,23.8,9.5,116.4,110.3,2025-2026
,Javon Small,Mem,*,G,23.1,14,12.5,18.9,24.2,15,0.8,25,0.36,31,0.323,0.429,0.479,4.3,1.4,3.3,0.3,0.1,1.3,5.7,7.6,9,8.7,102.7,108.8,2025-2026
,Cedric Coward,Mem,*,G,22.3,36,26.7,20.9,13.8,104,0.846,219,0.566,162,0.34,0.542,0.587,13.9,6.7,2.9,0.6,0.3,1.7,20.6,16.8,23.5,9.7,116.5,108.8,2025-2026
,Cam Spencer,Mem,*,G,25.8,38,23.9,18.1,15.3,76,0.921,118,0.5,191,0.466,0.623,0.664,12,2.6,5.3,0.8,0.1,1.5,14.6,17.3,19.9,9.2,131.2,111.8,2025-2026
,John Konchar,Mem,*,G,29.8,23,12.7,8.9,11.8,9,0.667,23,0.739,29,0.31,0.587,0.599,2.9,2.6,1.2,0.9,0.3,0.3,5.5,4.1,6.7,6.6,128.1,107.5,2025-2026
,Khris Middleton,Was,*,F,34.4,27,24.1,18.7,16.4,52,0.808,151,0.497,73,0.301,0.482,0.523,9.6,3.9,3.3,0.8,0.3,1.6,13.4,12.8,16.7,8.3,106.5,114.1,2025-2026
,Kyshawn George,Was,*,F,22.1,30,31.4,21.3,21,73,0.74,188,0.521,165,0.4,0.558,0.582,14.9,5.5,4.9,1,0.9,3.1,20.4,19.8,25.3,9.4,106.7,111.4,2025-2026
,Alexandre Sarr,Was,*,C,20.7,30,27.7,25.5,11.8,94,0.702,323,0.539,87,0.345,0.534,0.558,16.8,7.6,2.8,0.8,2.3,1.8,24.4,19.6,27.2,10.2,112.9,116.7,2025-2026
,CJ McCollum,Was,,G,34.3,35,30.9,24.4,9.9,102,0.804,285,0.505,244,0.393,0.544,0.573,18.8,3.5,3.6,0.7,0.3,1.7,22.3,22.4,25.9,8,114.8,121.1,2025-2026
,Bub Carrington,Was,*,G,20.5,39,27.5,16.6,20.8,53,0.736,136,0.375,184,0.408,0.511,0.533,9.4,3.9,4.5,0.5,0.2,2.2,13.3,13.9,17.8,8,103.6,118.1,2025-2026
,Marvin Bagley III,Was,*,F,26.8,33,19.4,18.6,15,74,0.73,198,0.646,17,0.412,0.644,0.669,10,5.6,1.5,0.5,0.7,1.2,15.7,11.5,17.2,9,131.7,114,2025-2026
,Tre Johnson,Was,*,G,19.9,32,24.2,20.9,13.9,50,0.92,150,0.527,165,0.394,0.56,0.592,12.5,2.9,1.9,0.7,0.3,1.6,15.4,14.4,17.3,6.8,110,119.3,2025-2026
,Cam Whitmore,Was,*,F,21.5,21,16.9,23.7,9.6,31,0.742,113,0.54,56,0.286,0.503,0.528,9.2,2.8,0.7,0.7,0.4,0.9,12,9.9,12.7,6.2,104.9,119,2025-2026
,Corey Kispert,Was,,F,26.9,19,19.5,16.7,10.5,34,0.765,43,0.674,76,0.395,0.622,0.649,9.2,2.3,1.7,0.4,0.2,0.7,11.5,10.8,13.2,6.8,126.4,122.2,2025-2026
,Justin Champagnie,Was,*,G-F,24.5,37,17.9,14.9,8.4,50,0.72,126,0.587,70,0.314,0.546,0.573,6.8,5.6,1,0.7,0.6,0.5,12.4,7.8,13.4,7.5,128.1,113.9,2025-2026
,Will Riley,Was,*,F,19.9,31,13.3,17.7,15.8,38,0.842,89,0.528,44,0.25,0.477,0.531,5.1,2,1.2,0.4,0.1,0.8,7.1,6.3,8.3,6.9,108.3,122.4,2025-2026
,AJ Johnson,Was,*,G,21.1,22,6.9,18.7,15.1,4,0.75,39,0.256,17,0.235,0.286,0.303,1.6,1,0.6,0.2,0,0.5,2.6,2.2,3.3,5.7,71.4,121.8,2025-2026
,Tristan Vukcevic,Was,*,F,22.9,30,11.4,26.3,16.3,72,0.764,94,0.617,60,0.2,0.494,0.557,6.9,2.4,1,0.3,0.7,1,9.3,7.9,10.2,8.9,107.2,114.1,2025-2026
,Anthony Gill,Was,*,F,33.2,18,3.9,13.4,23.3,4,1,11,0.727,5,0.6,0.781,0.816,1.6,0.8,0,0.1,0.1,0.3,2.4,1.6,2.4,0,0,0,2025-2026
,Sharife Cooper,Was,*,G,24.6,4,2.5,8.4,50,0,0,0,0,1,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,2025-2026
,Gary Trent Jr.,Mil,*,G,27,38,24.9,15.4,7.3,33,0.818,83,0.434,210,0.362,0.512,0.532,8.6,1.3,1.6,0.7,0.1,0.6,9.9,10.2,11.5,4.2,107,118.6,2025-2026
,Giannis Antetokounmpo,Mil,*,F,31.1,26,29.3,37.3,16.4,255,0.651,408,0.672,36,0.389,0.664,0.68,29.1,9.7,5.7,0.9,0.8,3.3,38.8,34.7,44.4,16,128.7,108.1,2025-2026
,Myles Turner,Mil,*,C-F,29.8,39,28.5,18.2,9.5,111,0.757,145,0.476,225,0.387,0.539,0.577,12.4,5.3,1.6,0.7,1.5,1,17.7,13.9,19.3,6.6,116.2,111.1,2025-2026
,A.J. Green,Mil,*,G,26.3,37,29.5,13.2,10.2,29,0.793,27,0.519,255,0.431,0.635,0.646,10.3,2.6,2.1,0.6,0.1,0.9,12.9,12.4,15,5.2,121.3,114.7,2025-2026
,Kevin Porter Jr.,Mil,*,G-F,25.7,21,34.4,24.3,19.9,92,0.837,184,0.505,102,0.373,0.524,0.577,18,5.2,7.7,2.3,0.4,3.4,23.1,25.7,30.9,10.4,113.4,113,2025-2026
,Kyle Kuzma,Mil,*,F,30.5,38,26,20.7,14.7,110,0.745,258,0.581,96,0.323,0.555,0.59,12.5,4.7,2.2,0.7,0.5,1.6,17.2,14.7,19.3,7.8,112.6,111.7,2025-2026
,Bobby Portis,Mil,*,F,30.9,40,23.4,22.8,9,39,0.744,263,0.498,161,0.472,0.578,0.588,13,6.5,1.3,0.6,0.2,1.1,19.5,14.3,20.8,8.2,114.2,111.8,2025-2026
,Ryan Rollins,Mil,*,G,23.5,40,31.8,23.2,14.7,84,0.774,309,0.515,231,0.398,0.55,0.571,16.5,4.5,5.5,1.5,0.4,2.3,21,22,26.5,9.3,112.9,111.7,2025-2026
,Cole Anthony,Mil,*,G,25.7,28,14.8,25.6,22.6,22,0.591,124,0.492,54,0.278,0.469,0.48,6.4,2.5,3.6,0.6,0.3,1.9,9,10.1,12.6,10.4,96.5,104.8,2025-2026
,Taurean Prince,Mil,*,F,31.8,8,21.1,11.6,11.5,3,1,10,0.5,28,0.429,0.605,0.623,6.1,1.6,1,0.8,0.3,0.6,7.8,7.1,8.8,4.1,113.3,110,2025-2026
,Amir Coffey,Mil,*,G-F,28.6,23,7.7,9.5,8.7,10,1,17,0.588,14,0.286,0.516,0.593,1.8,0.7,0.3,0.1,0.1,0.1,2.6,2.2,2.9,3.8,126.2,121.6,2025-2026
,Jericho Sims,Mil,*,C,27.2,29,14.5,8.8,37.8,11,0.636,49,0.837,0,0,0.837,0.827,3.1,3.8,0.6,0.2,0.2,1,6.8,3.7,7.4,5.3,124.2,108.1,2025-2026
,Gary Harris,Mil,*,G,31.3,30,14.4,7.6,16.6,5,1,25,0.52,35,0.486,0.642,0.659,2.7,1.5,1,0.6,0.2,0.4,4.2,3.8,5.2,4.4,125.9,113.5,2025-2026
,Andre Jackson Jr.,Mil,*,G,24.2,16,6.6,14.8,21,6,0.833,11,0.455,15,0.2,0.365,0.419,1.5,0.8,1.1,0.3,0.1,0.4,2.3,2.6,3.4,6.6,100,106.7,2025-2026
,Thanasis Antetokounmpo,Mil,*,F,33.5,12,3,21.7,14,9,0.667,12,0.583,0,0,0.583,0.627,1.7,0.5,0,0.4,0.3,0.2,2.2,1.7,2.2,0,0,0,2025-2026
,Derrick Jones Jr.,Lac,*,F,28.9,17,24.2,15.6,10.7,31,0.774,62,0.694,55,0.4,0.65,0.674,10.4,2.6,1.2,0.8,1.1,0.8,13,11.5,14.2,5.3,129.8,114.1,2025-2026
,Kawhi Leonard,Lac,*,F,34.5,30,33.8,32.2,9.8,187,0.941,369,0.556,218,0.399,0.572,0.633,28.2,6.3,3.5,2.2,0.6,2.1,34.5,31.7,38,10.1,124.1,114.3,2025-2026
,Ivica Zubac,Lac,*,C,28.8,34,31.3,19.5,15.7,102,0.725,355,0.606,0,0,0.606,0.63,14.8,10.7,2.4,0.4,1,1.9,25.5,17.3,28,9.3,126.2,110.2,2025-2026
,Bradley Beal,Lac,*,G,32.6,6,20.2,22.2,15.7,8,0.75,29,0.379,19,0.368,0.448,0.476,8.2,0.8,1.7,0.5,0,1.5,9,9.8,10.7,4.4,92,112.7,2025-2026
,James Harden,Lac,*,G,36.4,37,35.6,30.8,16.9,318,0.896,311,0.498,331,0.356,0.517,0.607,25.6,4.8,8,1.3,0.3,3.5,30.4,33.6,38.4,11.2,121.3,115.9,2025-2026
,John Collins,Lac,*,F-C,28.3,38,27.5,18.7,13.4,81,0.802,231,0.615,119,0.412,0.616,0.643,13.1,5,0.8,0.9,0.9,1.4,18.1,13.9,18.9,5.4,119.7,110.7,2025-2026
,Kris Dunn,Lac,*,G,31.8,40,27.1,13,16.8,40,0.775,127,0.598,121,0.364,0.573,0.593,7.9,2.8,3.1,1.5,0.2,1.3,10.7,10.9,13.8,6,118.7,112.7,2025-2026
,Brook Lopez,Lac,*,C,37.8,33,17.1,18.6,11,24,0.833,53,0.434,148,0.338,0.488,0.51,6.5,2.7,0.9,0.4,1,0.8,9.2,7.5,10.2,5.9,101.3,111.1,2025-2026
,Chris Paul,Lac,*,G,40.7,16,14.2,14.2,22.2,2,0.5,26,0.308,30,0.333,0.411,0.413,2.9,1.8,3.3,0.7,0,1,4.7,6.3,8,7.3,101.8,110.6,2025-2026
,Nicolas Batum,Lac,*,G-F,37.1,39,20.8,10,14.1,11,0.818,7,0.429,145,0.414,0.612,0.622,5,2.6,0.8,0.8,0.4,0.6,7.6,5.8,8.4,4.2,115.5,112.4,2025-2026
,Cam Christie,Lac,*,G,20.5,26,8.9,17.1,9.2,30,0.7,38,0.395,31,0.29,0.413,0.474,3,1.5,0.5,0.2,0.1,0.3,4.5,3.5,5.1,5.9,104.7,115.5,2025-2026
,Kobe Sanders,Lac,*,G,23.6,32,19.9,15.7,20.3,32,0.875,88,0.5,80,0.363,0.521,0.557,6.3,2.3,1.5,0.6,0.1,1.3,8.7,7.8,10.2,5.6,102.4,110.7,2025-2026
,Kobe Brown,Lac,*,F,26,26,9.4,15.9,13.9,20,0.85,26,0.577,42,0.238,0.441,0.501,3,1.7,0.8,0.3,0.1,0.4,4.6,3.8,5.5,6.8,110.6,116.4,2025-2026
,Yanic Konan Niederhauser,Lac,*,C,22.8,22,8.4,16,17.8,25,0.6,45,0.689,1,0,0.674,0.675,3.5,2.1,0.4,0.1,0.5,0.5,5.6,3.9,6,6.8,129.9,106.5,2025-2026
,Lauri Markkanen,Uta,*,F-C,28.7,33,36,27.8,7.4,224,0.884,387,0.563,263,0.365,0.557,0.616,27.9,7.2,2.2,1,0.5,1.6,35.1,30.1,37.3,8.5,123.8,120.3,2025-2026
,Kyle Filipowski,Uta,*,C,22.2,39,22,18,13.3,85,0.694,193,0.539,99,0.313,0.515,0.546,9.2,6.1,2,0.6,0.5,1.2,15.3,11.2,17.3,8.8,113,111.4,2025-2026
